street,city,state,zipcode,latitude,longitude,license,expiration
1323 Siskiyou Dr,Big Bear Lake,CA,92315,34.2278488,-116.8574212,BCA-105356,4/18/2022
42062 Snowmass Ln,Big Bear Lake,CA,92315,34.24261420000001,-116.8846617,BCA-104928,1/29/2022
39821 Snowball Ln,Big Bear Lake,CA,92315,34.2385956,-116.9333655,BCA-105291,3/4/2022
42896 Sonoma Dr,Big Bear Lake,CA,92315,34.2396823,-116.8663483,BCA-104673,12/11/2021
579 St Anton Ct,Big Bear Lake,CA,92315,34.2418089,-116.8911492,BCA-102614,7/6/2021
570 St Moritz Dr,Big Bear Lake,CA,92315,34.24199,-116.890724,BCA-102872,7/29/2021
315 Starlight Cir,Big Bear Lake,CA,92315,34.2548864,-116.8736877,BCA-104283,11/10/2021
323 Starlight Cir,Big Bear Lake,CA,92315,34.2547571,-116.8732966,BCA-102505,6/27/2021
359 Starlight Cir,Big Bear Lake,CA,92315,34.2540472,-116.8721232,BCA-103100,8/3/2021
144 Starvation Flats Rd,Big Bear Lake,CA,92315,34.2512823,-116.8793243,BCA-104262,11/27/2021
755 Cove Dr,Big Bear Lake,CA,92315,34.2401326,-116.9584054,BCA-104032,11/5/2021
786 Cove Dr,Big Bear Lake,CA,92315,34.23930259999999,-116.9569796,BCA-103098,9/3/2021
217 Crater Lake Rd,Big Bear Lake,CA,92315,34.2483977,-116.8743089,BCA-103466,10/3/2021
285 Crater Lake Rd,Big Bear Lake,CA,92315,34.2471385,-116.8743549,BCA-104814,9/14/2021
639 Crestwood Dr,Big Bear Lake,CA,92315,34.2407276,-116.8854899,BCA-104745,1/6/2022
715 Crestwood Dr,Big Bear Lake,CA,92315,34.239413,-116.885497,BCA-102253,6/3/2021
504 Vista Ln,Edmond,OK,73034,35.6494377,-97.4513376,BCA-103980,10/20/2021
535 Wanita Ln,Big Bear Lake,CA,92315,34.2429541,-116.924504,BCA-103304,8/19/2021
39095 Waterview Dr,Big Bear Lake,CA,92315,34.2449795,-116.9489761,BCA-104575,12/1/2021
39105 Waterview Dr,Big Bear Lake,CA,92315,34.2450703,-116.9486771,BCA-104315,11/13/2021
531 Waynoka Ln,Big Bear Lake,CA,92315,34.2430215,-116.9251135,BCA-103012,7/31/2021
42532 Willow Ave,Big Bear Lake,CA,92315,34.2364163,-116.8741823,BCA-105137,11/27/2021
41730 Brownie Ln APT 1,Big Bear Lake,CA,92315,34.2424996,-116.8916476,BCA-104849,1/31/2022
41764 Brownie Ln # 4,Big Bear Lake,CA,92315,34.242622,-116.8907958,BCA-103717,9/29/2021
41829 Brownie Ln,Big Bear Lake,CA,92315,34.242229,-116.8895389,BCA-104706,12/15/2021
41959 Brownie Ln,Big Bear Lake,CA,92315,34.242117,-116.886601,BCA-104475,12/7/2021
1291 Buffalo Ct,Big Bear Lake,CA,92315,34.2288618,-116.8558566,BCA-104916,2/25/2022
852 Cameron Dr,Big Bear Lake,CA,92315,34.2369576,-116.913923,BCA-102740,7/10/2021
43826 Canyon Crest Dr,Big Bear Lake,CA,92315,34.2313958,-116.8457785,BCA-105249,2/22/2022
355 Catalina Rd,Big Bear Lake,CA,92315,34.2458258,-116.8799225,BCA-103550,9/14/2021
760 Bluejay Rd #15,Big Bear Lake,CA,92315,34.2389441,-116.9477799,BCA-104429,11/18/2021
760 Bluejay Rd #16,Big Bear Lake,CA,92315,34.2389095,-116.9484323,BCA-103461,10/1/2021
760 Bluejay Rd #36,Big Bear Lake,CA,92315,34.2389095,-116.9484323,BCA-102550,6/1/2021
760 Bluejay Rd #40,Big Bear Lake,CA,92315,34.2389095,-116.9484323,BCA-102645,6/8/2021
760 Bluejay Rd #46,Big Bear Lake,CA,92315,34.2389095,-116.9484323,BCA-105082,2/1/2022
744 Boulder Bay Ct,Big Bear Lake,CA,92315,34.2394113,-116.9497121,BCA-103879,11/10/2021
43546 Bow Canyon Rd,Big Bear Lake,CA,92315,34.22849679999999,-116.851761,BCA-105226,3/13/2022
43591 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2273378,-116.8512087,BCA-104744,1/4/2022
506 Catalina Rd,Big Bear Lake,CA,92315,34.2427672,-116.8768396,BCA-104850,12/12/2021
507 Catalina Rd,Big Bear Lake,CA,92315,34.2432165,-116.8764715,BCA-104808,1/9/2022
42570 Cedar Ave,Big Bear Lake,CA,92315,34.2370162,-116.8733886,BCA-104323,12/26/2021
42715 Cedar Ave,Big Bear Lake,CA,92315,34.2366771,-116.8702136,BCA-103666,11/1/2021
42727 Cedar Ave,Big Bear Lake,CA,92315,34.2366807,-116.8699169,BCA-104810,2/6/2022
604 Cienega Rd,Big Bear Lake,CA,92315,34.2418252,-116.9441003,BCA-104018,11/13/2021
40670 Big Bear Blvd APT 10,Big Bear Lake,CA,92315,34.2440121,-116.9140279,BCA-103059,7/28/2021
40670 Big Bear Blvd APT 9,Big Bear Lake,CA,92315,34.244036,-116.9140773,BCA-103769,10/30/2021
39038 Bayview Ln,Big Bear Lake,CA,92315,34.2414698,-116.95054,BCA-104082,11/14/2021
681 Berkley Ln,Big Bear Lake,CA,92315,34.2402983,-116.906424,BCA-104966,12/11/2021
38842 Big Bear Blvd,Big Bear Lake,CA,92315,34.237885,-116.9546338,BCA-103112,8/5/2021
38925 Big Bear Blvd,Fawnskin,CA,92333,34.2372259,-116.9531173,BCA-102622,7/22/2021
39069 Big Bear Blvd,Big Bear Lake,CA,92315,34.2380611,-116.9498041,BCA-102275,6/19/2021
41935 Switzerland Dr Apt 21,Big Bear Lake,CA,92315,34.2365939,-116.887317,BCA-102530,5/29/2021
41935 Switzerland Dr Apt 15,Big Bear Lake,CA,92315,34.2369151,-116.8870474,BCA-105174,3/15/2022
1059 Sylvan Glen,Big Bear Lake,CA,92315,34.2329173,-116.8656581,BCA-103259,10/5/2021
41971 Tamarack Dr,Big Bear Lake,CA,92315,34.2401078,-116.8864101,BCA-103670,9/24/2021
723 Cienega Rd Unit C,Big Bear Lake,CA,92315,34.239759,-116.94101,BCA-104720,1/10/2022
755 Cienega Rd Unit D,Big Bear Lake,CA,92315,34.239406,-116.94102,BCA-104010,11/18/2021
781 Cienega Rd Unit B,Big Bear Lake,CA,92315,34.2391248,-116.9407295,BCA-103003,9/24/2021
799 Cienega Rd Unit C,Big Bear Lake,CA,92315,34.2388207,-116.9409724,BCA-105115,3/4/2022
696 Circle Ln,Big Bear Lake,CA,92315,34.2406018,-116.9485506,BCA-105505,5/13/2022
1149 Club View Dr,Big Bear,CA,92314,34.231433,-116.8628972,BCA-104796,1/7/2022
1332 Club View Dr,Big Bear Lake,CA,92315,34.2280292,-116.8622989,BCA-103674,9/25/2021
1377 Club View Dr #10,Big Bear Lake,CA,92315,34.2267945,-116.862415,BCA-104180,11/18/2021
1377 Club View Dr #4,Big Bear Lake,CA,92315,34.2273331,-116.8622153,BCA-102879,8/1/2021
1377 Club View Dr #31,Big Bear Lake,CA,92315,34.2269947,-116.8629235,BCA-103752,10/17/2021
1442 Club View Dr,Big Bear Lake,CA,92315,34.2271542,-116.8658422,BCA-105350,3/2/2022
43525 Colusa Dr,Big Bear,CA,92314,34.2330655,-116.8524167,BCA-104044,12/16/2021
43653 Colusa Dr,Big Bear Lake,CA,92315,34.2328957,-116.8497591,BCA-103558,10/12/2021
39513 Lake Dr,Big Bear Lake,CA,92315,34.2490914,-116.9400984,BCA-104513,1/19/2022
39583 Lake Dr,Big Bear Lake,CA,92315,34.247931,-116.93875,BCA-103653,9/21/2021
39673 Lake Dr,Big Bear Lake,CA,92315,34.2469314,-116.9364644,BCA-103178,9/10/2021
482 Lakeview Ct,Big Bear Lake,CA,92315,34.2441858,-116.9208237,BCA-102616,7/9/2021
40123 Lakeview Dr,Big Bear Lake,CA,92315,34.2477063,-116.9267121,BCA-103119,7/9/2021
40177 Lakeview Dr,Big Bear Lake,CA,92315,34.2467562,-116.925792,BCA-104087,11/16/2021
40178 Lakeview Dr,Big Bear Lake,CA,92315,34.2468017,-116.924918,BCA-103976,11/27/2021
40181 Lakeview Dr,Big Bear Lake,CA,92315,34.2464233,-116.925838,BCA-105172,3/12/2022
40202 Lakeview Dr,Big Bear Lake,CA,92315,34.2456668,-116.92478,BCA-105432,3/15/2022
Lakeview Dr,Louisville,KY,40205,38.2079466,-85.6787329,BCA-104336,11/9/2021
40265 Lakeview Dr,Big Bear Lake,CA,92315,34.2445588,-116.9236759,BCA-103372,10/17/2021
524 Lakewood Ln,Big Bear Lake,CA,92315,34.2431999,-116.9269996,BCA-104516,11/17/2021
41688 Mcwhinney Ln,Big Bear Lake,CA,92315,34.2417159,-116.892634,BCA-103058,7/28/2021
41648 Mcwhinney Ln,Big Bear Lake,CA,92315,34.2416836,-116.8934727,BCA-103352,10/11/2021
43883 Mendocino Dr,Big Bear,CA,92314,34.2288467,-116.844628,BCA-104969,2/9/2022
816 Menlo Dr,Big Bear Lake,CA,92315,34.2372172,-116.8590318,BCA-105273,3/1/2022
864 Menlo Dr,Big Bear Lake,CA,92315,34.2361497,-116.8572371,BCA-104868,9/26/2021
41652 Mockingbird Dr,Big Bear Lake,CA,92315,34.2464823,-116.8933577,BCA-102288,6/1/2021
700 Modesto Lane,Big Bear Lake,CA,92315,34.2408089,-116.9057109,BCA-103397,8/27/2021
42772 Monterey St,Big Bear Lake,CA,92315,34.2411317,-116.8692128,BCA-104884,2/13/2022
42804 Monterey St,Big Bear Lake,CA,92315,34.2410655,-116.8685111,BCA-104589,12/2/2021
15 Dennison Ave,Freeport,ME,04032,43.8539225,-70.0990592,BCA-102289,5/29/2021
42441 Juniper Dr,Big Bear Lake,CA,92315,34.2500423,-116.8758733,BCA-102848,7/1/2021
42450 Juniper Dr,Big Bear Lake,CA,92315,34.2507919,-116.8765273,BCA-102624,7/24/2021
42685 Juniper Dr,Big Bear Lake,CA,92315,34.2498406,-116.8711491,BCA-104630,12/8/2021
924 Knickerbocker Rd,Big Bear Lake,CA,92315,34.2358047,-116.9104035,BCA-105149,3/6/2022
633 Knight Ave,Big Bear Lake,CA,92315,34.2412037,-116.9041237,BCA-104912,2/7/2022
844 Knight Ave,Big Bear Lake,CA,92315,34.23737240000001,-116.9046183,BCA-104573,12/1/2021
179 Knoll Rd,Big Bear Lake,CA,92315,34.2496559,-116.9358738,BCA-103822,10/26/2021
42534 La Cerena Ave,Big Bear Lake,CA,92315,34.2376855,-116.8741151,BCA-102660,6/1/2021
42541 La Cerena Ave,Big Bear Lake,CA,92315,34.237296,-116.874008,BCA-104370,12/10/2021
798 Northstar Dr,Big Bear Lake,CA,92315,34.237825,-116.884729,BCA-105303,4/12/2022
409 Northern Cross Dr,Big Bear Lake,CA,92315,34.2447333,-116.8719161,BCA-104442,11/16/2021
222 Orion Way,Big Bear Lake,CA,92315,34.2530249,-116.8730435,BCA-104317,11/30/2021
42324 Paramount Rd,Big Bear Lake,CA,92315,34.2467088,-116.8789102,BCA-104384,11/16/2021
541 Georgia St,Big Bear Lake,CA,92315,34.2427269,-116.9003532,BCA-105000,1/25/2022
724 Georgia St,Big Bear Lake,CA,92315,34.239476,-116.900841,BCA-102640,5/28/2021
403 Gibralter Ln,Big Bear Lake,CA,92315,34.2454996,-116.9222498,BCA-103584,10/1/2021
40021 Glenview Rd,Big Bear Lake,CA,92315,34.2418302,-116.9289202,BCA-104517,11/29/2021
362 Glenwood Dr,Big Bear Lake,CA,92315,34.2559081,-116.8713179,BCA-103765,10/24/2021
375 Glenwood Dr,Big Bear Lake,CA,92315,34.2553391,-116.8707428,BCA-104176,12/5/2021
42599 Gold Rush Dr,Big Bear Lake,CA,92315,34.2505786,-116.8727444,BCA-104321,11/15/2021
43413 Ridgecrest Dr,Big Bear Lake,CA,92315,34.2318313,-116.8551778,BCA-102917,8/2/2021
43612 Ridgecrest Dr,Big Bear Lake,CA,92315,34.2291669,-116.8500698,BCA-104267,11/30/2021
1439 Rockspray Dr,Big Bear Lake,CA,92315,34.2254605,-116.8538778,BCA-104799,1/31/2022
1440 Rockspray Ct,Big Bear Lake,CA,92315,34.2260851,-116.854476,BCA-103143,8/8/2021
1456 Rockspray Dr,Big Bear Lake,CA,92315,34.2258678,-116.8530035,BCA-103723,9/26/2021
274 Eureka Dr,Big Bear Lake,CA,92315,34.2476312,-116.8985567,BCA-103639,9/18/2021
764 Eureka Dr,Big Bear Lake,CA,92315,34.2387355,-116.8983727,BCA-104816,7/26/2021
890 Eureka Dr,Big Bear Lake,CA,92315,34.2365036,-116.8987868,BCA-102648,7/3/2021
42276 Evergreen Dr,Big Bear Lake,CA,92315,34.241132,-116.8797614,BCA-104377,12/17/2021
42949 Fairy Ave,Big Bear Lake,CA,92315,34.2323812,-116.8651979,BCA-102277,6/24/2021
42683 Falcon Ave,Big Bear Lake,CA,92315,34.2392682,-116.8710534,BCA-104676,12/14/2021
381 Fallen Leaf Rd,Big Bear Lake,CA,92315,34.2566114,-116.8752521,BCA-102854,6/18/2021
42975 Falls Ave,Big Bear Lake,CA,92315,34.2310427,-116.8645537,BCA-104107,12/13/2021
43023 Falls Ave,Big Bear Lake,CA,92315,34.231021,-116.863438,BCA-105181,2/10/2022
43939 Yosemite Dr,Big Bear Lake,CA,92315,34.2291469,-116.8435235,BCA-105343,3/3/2022
793 Thrush Dr,Big Bear Lake,CA,92315,34.2379273,-116.8920694,BCA-103746,10/10/2021
1200 New Jersey Ave SE,Washington,DC,20590,38.8758551,-77.0035451,BCA-105472,4/17/2022
755 Tomahawk Dr,Big Bear Lake,CA,92315,34.2384645,-116.8871899,BCA-103411,10/16/2021
464 Shady Ln,Big Bear Lake,CA,92315,34.2442341,-116.9301622,BCA-103671,10/25/2021
43254 Sheephorn Rd,Big Bear Lake,CA,92315,34.2348222,-116.8589397,BCA-103149,8/9/2021
43151 Sheephorn Rd,Big Bear Lake,CA,92315,34.2337094,-116.8613556,BCA-103088,8/3/2021
43218 Sheephorn Rd,Big Bear Lake,CA,92315,34.2345791,-116.85963,BCA-102473,7/24/2021
43475 Sheephorn Rd,Big Bear,CA,92314,34.2359525,-116.8539698,BCA-103729,10/7/2021
580 Silver Tip Dr,Big Bear Lake,CA,92315,34.2415798,-116.8642776,BCA-103229,8/13/2021
768 Silver Tip Dr,Big Bear Lake,CA,92315,34.238025,-116.8626556,BCA-104576,12/1/2021
118 Silver Pick Rd,Big Bear Lake,CA,92315,34.2502341,-116.8776218,BCA-104551,12/8/2021
738 Silver Tip Dr,Big Bear Lake,CA,92315,34.2387032,-116.8634954,BCA-105167,3/4/2022
788 Silver Tip Dr,Big Bear,CA,92314,34.2377365,-116.8622989,BCA-103960,10/19/2021
40573 Simonds Dr #1,Big Bear Lake,CA,92315,34.2433769,-116.9164073,BCA-103442,8/13/2021
40592 Simonds Dr APT 1,Big Bear Lake,CA,92315,34.2440837,-116.9164247,BCA-104009,11/18/2021
433 Dixie Ln,Big Bear Lake,CA,92315,34.2447849,-116.9278736,BCA-102897,8/20/2021
338 Dover,Big Bear Lake,CA,92315,34.246713,-116.932041,BCA-104156,12/28/2021
143 N Eagle Rd,Eagle,ID,83616,43.6963198,-116.3543949,BCA-102643,6/13/2021
Eagle Dr,Big Bear Lake,CA,92315,34.2500909,-116.9016036,BCA-104217,12/1/2021
286 Eagle Dr,Big Bear Lake,CA,92315,34.2471802,-116.8996149,BCA-103048,9/14/2021
42717 Edelweiss Dr,Big Bear Lake,CA,92315,34.2462142,-116.8700756,BCA-104281,11/10/2021
630 Summit Blvd,Big Bear Lake,CA,92315,34.2409127,-116.8888027,BCA-105401,3/14/2022
786 Summit Blvd,Big Bear Lake,CA,92315,34.2380829,-116.8888487,BCA-103637,9/18/2021
Sunset St,Mt Vernon,OH,43050,40.4038692,-82.489187,BCA-103888,10/8/2021
43083 Sunset Dr,Big Bear Lake,CA,92315,34.239294,-116.862368,BCA-105434,3/16/2022
43109 Sunset Dr,Big Bear Lake,CA,92315,34.2393351,-116.8618388,BCA-104887,2/3/2022
43166 Sunset Dr,Big Bear Lake,CA,92315,34.2379702,-116.859768,BCA-103703,10/16/2021
43172 Sunset Dr,Big Bear Lake,CA,92315,34.2375329,-116.8596646,BCA-104417,11/17/2021
41557 Swan Dr,Big Bear Lake,CA,92315,34.2480474,-116.8954281,BCA-103482,10/21/2021
41596 Comstock Ln,Big Bear Lake,CA,92315,34.2409034,-116.894646,BCA-104039,11/6/2021
41755 Comstock Ln,Big Bear Lake,CA,92315,34.2395104,-116.8913333,BCA-103237,9/18/2021
42737 Conifer Dr,Big Bear Lake,CA,92315,34.242513,-116.869962,BCA-104067,11/3/2021
42745 Conifer Dr,Big Bear Lake,CA,92315,34.242374,-116.869759,BCA-103281,8/13/2021
668 Conklin Rd,Big Bear Lake,CA,92315,34.2405146,-116.8997069,BCA-103904,10/29/2021
678 Conklin Rd,Big Bear Lake,CA,92315,34.2402947,-116.8996149,BCA-104982,2/4/2022
788 Conklin Rd,Big Bear Lake,CA,92315,34.2383619,-116.8996149,BCA-105211,2/16/2022
42585 Constellation Dr,Big Bear Lake,CA,92315,34.243296,-116.87316,BCA-104208,11/4/2021
42646 Constellation Dr,Big Bear Lake,CA,92315,34.2438051,-116.8718816,BCA-104187,11/22/2021
42730 Constellation Dr,Big Bear Lake,CA,92315,34.2438893,-116.8700295,BCA-104233,11/5/2021
42701 Cougar Rd,Big Bear Lake,CA,92315,34.241874,-116.8707198,BCA-103655,11/28/2021
42738 Cougar Rd,Big Bear Lake,CA,92315,34.2420179,-116.8699106,BCA-104193,11/3/2021
42751 Willow Ave,Big Bear Lake,CA,92315,34.23596,-116.869259,BCA-104931,1/22/2022
42818 Willow Ave,Big Bear Lake,CA,92315,34.2362821,-116.8679589,BCA-104988,12/13/2021
42834 Willow Ave,Big Bear Lake,CA,92315,34.236358,-116.8676368,BCA-103067,8/18/2021
38998 Willow Landing Rd,Big Bear Lake,CA,92315,34.2410466,-116.951138,BCA-104697,1/6/2022
39030 Willow Landing Rd,Big Bear Lake,CA,92315,34.2408439,-116.9505055,BCA-102548,6/8/2021
43659 Wolf Rd,Big Bear Lake,CA,92315,34.2338694,-116.8496441,BCA-104078,11/13/2021
43809 Wolf Rd,Big Bear Lake,CA,92315,34.23258430000001,-116.8463767,BCA-103881,11/2/2021
317 Wren Ave,Sebring,FL,33870,27.4978482,-81.4971228,BCA-102543,5/29/2021
43722 Yosemite Dr,Big Bear Lake,CA,92315,34.2313808,-116.8478954,BCA-103420,10/24/2021
43747 Yosemite Dr,Big Bear Lake,CA,92315,34.2307207,-116.8476193,BCA-104420,11/17/2021
716 Main St,Norwalk,IA,50211,41.474674,-93.6785465,BCA-104906,1/11/2022
710 Marin Rd,Big Bear Lake,CA,92315,34.2398504,-116.9072982,BCA-102819,8/21/2021
41431 Mcwhinney Ln,Big Bear Lake,CA,92315,34.2409828,-116.8982347,BCA-105169,3/13/2022
42580 La Cerena Ave,Big Bear Lake,CA,92315,34.237672,-116.8732221,BCA-102918,7/29/2021
42714 La Cerena Ave,Big Bear Lake,CA,92315,34.2376201,-116.8702711,BCA-105097,2/23/2022
42807 La Cerena Ave,Big Bear Lake,CA,92315,34.237274,-116.868193,BCA-104033,11/5/2021
42609 La Placida Ave,Big Bear Lake,CA,92315,34.23795,-116.872573,BCA-104425,11/14/2021
42617 La Placida Ave,Big Bear Lake,CA,92315,34.2379286,-116.8724223,BCA-104211,11/15/2021
42663 La Placida Ave,Big Bear Lake,CA,92315,34.2379732,-116.8714215,BCA-102758,8/2/2021
42816 Monterey St,Big Bear Lake,CA,92315,34.2411306,-116.868235,BCA-103706,9/13/2021
43005 Monterey St,Big Bear Lake,CA,92315,34.2404769,-116.8640015,BCA-105094,2/1/2022
42988 Moonridge Rd,Big Bear Lake,CA,92315,34.2380541,-116.8643697,BCA-103673,9/24/2021
43130 Moonridge Rd,Big Bear Lake,CA,92315,34.2349804,-116.8603202,BCA-104387,12/18/2021
445 Morningstar Pl,Big Bear Lake,CA,92315,34.2574351,-116.8765405,BCA-103880,11/4/2021
364 Mountain Aire,Boone,NC,28607,36.2028037,-81.69198999999999,BCA-103023,9/26/2021
43121 Grizzly Ct,Big Bear Lake,CA,92315,34.2388363,-116.8615627,BCA-103519,10/19/2021
516 Highland Rd,Highland,MI,48357,42.6422861,-83.62207579999999,BCA-103453,8/30/2021
39978 Hillcrest Dr,Big Bear Lake,CA,92315,34.2395465,-116.9290007,BCA-104068,12/9/2021
40020 Hillcrest Dr,Big Bear Lake,CA,92315,34.2389423,-116.9288742,BCA-104532,11/30/2021
40031 Hillcrest Dr,Big Bear Lake,CA,92315,34.2384406,-116.9287822,BCA-104780,2/10/2022
256 Lagunita Ln Unit A & B,Big Bear Lake,CA,92315,34.2479579,-116.9278621,BCA-101295,5/28/2021
120 Lagunita Ln,Big Bear Lake,CA,92315,34.2505252,-116.9308316,BCA-102826,6/17/2021
42958 Falls Ave,Big Bear,CA,92314,34.23135000000001,-116.8649092,BCA-105023,1/24/2022
41785 Switzerland Dr,Big Bear Lake,CA,92315,34.2373298,-116.8905051,BCA-103248,8/13/2021
722 Summit Blvd Unit B,Big Bear Lake,CA,92315,34.2392616,-116.8888027,BCA-103408,8/28/2021
422 Quail Dr,Big Bear Lake,CA,92315,34.24493229999999,-116.8955744,BCA-103324,8/20/2021
42340 Juniper Dr,Big Bear Lake,CA,92315,34.2507235,-116.8784139,BCA-103508,9/12/2021
42625 Avalon Rd,Big Bear Lake,CA,92315,34.2440471,-116.8726063,BCA-105203,2/11/2022
569 Summit Blvd # 4,Big Bear Lake,CA,92315,34.2421221,-116.8880467,BCA-104432,11/18/2021
39262 Willow Landing Rd,Big Bear Lake,CA,92315,34.2397916,-116.9455373,BCA-104815,1/8/2022
42765 Cougar Rd,Big Bear Lake,CA,92315,34.2413563,-116.8693955,BCA-102864,6/30/2021
203 Alp Ct,Big Bear Lake,CA,92315,34.24889520000001,-116.8908962,BCA-104258,11/25/2021
216 Alp Ct,Big Bear Lake,CA,92315,34.2484498,-116.8913333,BCA-102778,6/24/2021
42504 Alta Vista Ave,Big Bear Lake,CA,92315,34.2429781,-116.8750911,BCA-104851,1/16/2022
42639 Alta Vista Ave,Big Bear Lake,CA,92315,34.2425261,-116.8720542,BCA-104521,11/10/2021
42671 Alta Vista Ave,Big Bear Lake,CA,92315,34.2426887,-116.871364,BCA-102874,6/7/2021
299 Andes Ln,Big Bear Lake,CA,92315,34.2471693,-116.890275,BCA-102751,8/6/2021
892 Andrew Ln,Big Bear Lake,CA,92315,34.2365096,-116.9140725,BCA-103718,10/10/2021
435 Arroyo Dr,Big Bear Lake,CA,92315,34.2447973,-116.9284602,BCA-103463,10/3/2021
1213 Aspen Dr,Big Bear Lake,CA,92315,34.22840559999999,-116.8649334,BCA-104251,11/6/2021
42444 Avalon Rd,Big Bear Lake,CA,92315,34.2452548,-116.8761954,BCA-103815,10/16/2021
1307 Balsam Dr,Big Bear Lake,CA,92315,34.2283993,-116.8638837,BCA-103150,7/19/2021
42611 Peregrine Ave,Big Bear,CA,92314,34.2386358,-116.8725833,BCA-104355,12/7/2021
42644 Peregrine Ave,Big Bear Lake,CA,92315,34.2390126,-116.8718816,BCA-103448,8/13/2021
892 Pine Knot Ave,Big Bear Lake,CA,92315,34.2364755,-116.9115307,BCA-103134,7/26/2021
43115 Plymouth Rd,Big Bear Lake,CA,92315,34.2372438,-116.8616547,BCA-104102,10/28/2021
636 Ponderosa Dr,Big Bear Lake,CA,92315,34.2407957,-116.8875489,BCA-103616,9/18/2021
174 Finch Dr,Big Bear Lake,CA,92315,34.2492318,-116.900305,BCA-103120,7/9/2021
41010 Foothill Ln,Big Bear Lake,CA,92315,34.2430972,-116.9072752,BCA-104699,12/15/2021
39662 Forest Rd,Big Bear Lake,CA,92315,34.24855,-116.936606,BCA-104084,11/15/2021
39776 Forest Rd,Big Bear Lake,CA,92315,34.2475881,-116.9340264,BCA-103016,7/21/2021
39957 Forest Rd,Big Bear Lake,CA,92315,34.245515,-116.930331,BCA-103492,9/4/2021
40059 Forest Rd,Big Bear Lake,CA,92315,34.2427582,-116.9282302,BCA-103349,8/31/2021
40067 Forest Rd,Big Bear Lake,CA,92315,34.2423882,-116.9280922,BCA-104103,10/28/2021
42175 Fox Farm Rd,Big Bear Lake,CA,92315,34.2486304,-116.8813488,BCA-105357,4/19/2022
41733 Tanager Dr,Big Bear Lake,CA,92315,34.2462985,-116.8917473,BCA-103371,10/17/2021
41750 Tanager Dr,Big Bear Lake,CA,92315,34.2464799,-116.8911492,BCA-103511,9/5/2021
108 Teakwood Dr,Carolina Beach,NC,28428,34.0525,-77.8915889,BCA-104477,1/30/2022
755 Tehama Dr,Big Bear,CA,92314,34.2385545,-116.8639555,BCA-104106,12/2/2021
451 Temple Ln,Big Bear Lake,CA,92315,34.2447747,-116.925148,BCA-104762,12/30/2021
518 Temple Ln,Big Bear Lake,CA,92315,34.2432717,-116.9241819,BCA-104925,2/7/2022
637 Temple Ln,Big Bear Lake,CA,92315,34.2410766,-116.9230779,BCA-103373,10/9/2021
419 Tennessee Ln,Big Bear Lake,CA,92315,34.2450396,-116.9272641,BCA-104538,1/28/2022
473 Tennessee Ln,Palo Alto,CA,94306,37.4126548,-122.1230839,BCA-104527,10/24/2021
132 Round Dr,Big Bear Lake,CA,92315,34.251918,-116.940826,BCA-104567,12/19/2021
649 St Moritz Dr,Big Bear Lake,CA,92315,34.240557,-116.890273,BCA-104093,11/9/2021
746 St Moritz Dr,Big Bear Lake,CA,92315,34.2389358,-116.8913793,BCA-103798,11/15/2021
1257 Sand Canyon Ct,Big Bear Lake,CA,92315,34.229652,-116.847486,BCA-105281,4/20/2022
43189 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2323173,-116.8599981,BCA-104344,11/15/2021
43727 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2298175,-116.8480334,BCA-104118,11/19/2021
243 Santa Clara Blvd,Big Bear Lake,CA,92315,34.2479136,-116.8752521,BCA-104642,12/8/2021
372 Scandia Rd,Big Bear Lake,CA,92315,34.246139,-116.8780819,BCA-105311,3/15/2022
430 Shady Ln,Big Bear Lake,CA,92315,34.2450219,-116.9305763,BCA-105330,3/2/2022
42810 Encino Rd,Big Bear Lake,CA,92315,34.2405245,-116.8682004,BCA-104827,1/12/2022
42929 Encino Rd,Big Bear Lake,CA,92315,34.2399038,-116.8657501,BCA-104297,11/12/2021
42936 Encino Rd,Big Bear Lake,CA,92315,34.2402547,-116.865578,BCA-103457,8/21/2021
43025 Encino Rd,Big Bear Lake,CA,92315,34.2398789,-116.8636334,BCA-102527,6/15/2021
40147 Esterly Ln,Big Bear Lake,CA,92315,34.2408134,-116.9261946,BCA-103449,8/13/2021
40194 Esterly Ln,Big Bear Lake,CA,92315,34.24108349999999,-116.9251365,BCA-103892,10/8/2021
193 N Eureka Dr,Big Bear Lake,CA,92315,34.2525769,-116.9015703,BCA-104406,12/2/2021
42736 Sonoma Dr,Big Bear Lake,CA,92315,34.2412821,-116.8699464,BCA-103543,9/14/2021
646 Spruce Rd,Big Bear Lake,CA,92315,34.2408965,-116.9212837,BCA-103689,10/3/2021
664 Spruce Rd,Big Bear Lake,CA,92315,34.2406147,-116.9212837,BCA-105235,3/29/2022
674 Spruce Rd,Big Bear Lake,CA,92315,34.2404613,-116.9214217,BCA-103450,8/14/2021
605 St Moritz Dr,Big Bear Lake,CA,92315,34.2414111,-116.890275,BCA-105385,3/13/2022
488 Starlight Cir,Big Bear Lake,CA,92315,34.2560613,-116.8723763,BCA-103387,8/26/2021
100 Starvation Flats Rd,Big Bear Lake,CA,92315,34.250381,-116.8790482,BCA-105142,11/12/2021
39112 Starview Ln,Big Bear Lake,CA,92315,34.2423695,-116.9486081,BCA-105029,1/28/2022
